Nº,Fecha y Hora de Registro,Velocidad (Km/h),Latitud,Longitud,FechaHora,Dia,delta_t_s,delta_v,delta_lat,delta_lon,Vel_Pred_kmh
11,2025-12-24 14:04:17,50.0,-0.2328766666666666,-78.50168,2025-12-24 14:04:17,2025-12-24,1.3862943611198906,2.6666666666666714,0.001,-0.001,47.47593581676483
10,2025-12-24 14:04:37,55.0,-0.2314716666666666,-78.49927111111111,2025-12-24 14:04:37,2025-12-24,3.044522437723423,7.333333333333329,0.001,0.001,67.309730052948
22,2025-12-24 14:04:38,32.0,-0.4041527777777778,-78.53958222222222,2025-12-24 14:04:38,2025-12-24,0.6931471805599453,-9.0,-0.001,-0.001,21.359267354011536
19,2025-12-24 14:05:12,23.0,-0.388835,-78.51950222222223,2025-12-24 14:05:12,2025-12-24,3.555348061489413,6.666666666666671,0.001,0.001,14.387224793434143
8,2025-12-24 14:05:18,75.0,-0.2272266666666666,-78.49377777777778,2025-12-24 14:05:18,2025-12-24,1.9459101490553128,-6.666666666666671,0.001,0.001,73.9921098947525
25,2025-12-24 14:05:35,12.0,-0.3902761111111111,-78.52042666666667,2025-12-24 14:05:35,2025-12-24,2.8903717578961645,-0.6666666666666643,-0.001,-0.001,10.78094494342804
5,2025-12-24 14:05:40,21.0,-0.2977727777777778,-78.46066666666667,2025-12-24 14:05:40,2025-12-24,1.791759469228055,-22.666666666666664,0.001,0.001,3.602500319480896
13,2025-12-24 14:06:09,7.0,-0.2976227777777778,-78.46078222222222,2025-12-24 14:06:09,2025-12-24,3.4011973816621555,11.333333333333334,0.0001499999999999,-0.0001155555555527,12.280393362045288
3,2025-12-24 14:06:09,46.0,-0.3893483333333333,-78.51911111111112,2025-12-24 14:06:09,2025-12-24,0.0,15.999999999999996,-0.001,-0.001,47.890363693237305
14,2025-12-24 14:06:10,69.0,-0.2274755555555555,-78.48682666666667,2025-12-24 14:06:10,2025-12-24,0.6931471805599453,1.6666666666666714,0.001,0.001,78.3260407447815
3,2025-12-24 14:06:33,12.0,-0.3155961111111111,-78.44199111111111,2025-12-24 14:06:33,2025-12-24,3.1780538303479458,3.3333333333333286,-0.001,0.001,-0.07989513874053955
17,2025-12-24 14:06:42,56.0,-0.2302705555555555,-78.48469333333334,2025-12-24 14:06:42,2025-12-24,2.302585092994046,1.3333333333333357,0.001,-0.001,47.89600229263306
1,2025-12-24 14:07:19,73.0,-0.2279772222222222,-78.49508444444444,2025-12-24 14:07:19,2025-12-24,3.6375861597263857,1.0,0.001,-0.001,85.7257513999939
3,2025-12-24 14:07:21,15.0,-0.2327238888888889,-78.50465777777778,2025-12-24 14:07:21,2025-12-24,1.0986122886681098,-14.666666666666664,-0.001,-0.001,8.582146167755127
11,2025-12-24 14:07:33,12.0,-0.3964594444444444,-78.53039111111111,2025-12-24 14:07:33,2025-12-24,2.5649493574615367,-17.66666666666667,-0.001,-0.001,-0.44100630283355713
7,2025-12-24 14:07:43,20.0,-0.237095,-78.48457777777777,2025-12-24 14:07:43,2025-12-24,2.3978952727983707,11.000000000000002,0.001,0.001,31.23694658279419
30,2025-12-24 14:08:15,48.0,-0.2333855555555555,-78.50284444444445,2025-12-24 14:08:15,2025-12-24,3.49650756146648,11.666666666666668,0.001,-0.001,48.53716063499451
2,2025-12-24 14:08:26,47.0,-0.2317511111111111,-78.49984888888889,2025-12-24 14:08:26,2025-12-24,2.4849066497880004,0.3333333333333286,0.001,0.001,52.26105999946594
5,2025-12-24 14:08:34,21.0,-0.3949061111111111,-78.5290488888889,2025-12-24 14:08:34,2025-12-24,2.19722457733622,5.333333333333336,-0.001,-0.001,13.395937442779541
10,2025-12-24 14:08:54,64.0,-0.279125,-78.4772,2025-12-24 14:08:54,2025-12-24,3.044522437723423,-6.333333333333336,0.001,0.001,59.1779568195343
7,2025-12-24 14:09:08,28.0,-0.3930772222222222,-78.52754666666667,2025-12-24 14:09:08,2025-12-24,2.70805020110221,9.333333333333336,-0.001,-0.001,38.9966778755188
19,2025-12-24 14:09:20,49.0,-0.2783433333333333,-78.48110222222222,2025-12-24 14:09:20,2025-12-24,2.5649493574615367,-11.333333333333336,0.001,0.001,39.83834111690521
9,2025-12-24 14:09:23,30.0,-0.3576116666666666,-78.46888888888888,2025-12-24 14:09:23,2025-12-24,1.3862943611198906,1.6666666666666714,-0.001,0.001,37.363325357437134
30,2025-12-24 14:09:53,33.0,-0.3552044444444444,-78.46698666666667,2025-12-24 14:09:53,2025-12-24,3.4339872044851463,-6.000000000000004,0.001,0.001,34.009390354156494
18,2025-12-24 14:10:03,31.0,-0.3545788888888889,-78.46649777777778,2025-12-24 14:10:03,2025-12-24,2.3978952727983707,-5.666666666666664,0.0006255555555554,0.0004888888888956,24.886550068855286
13,2025-12-24 14:10:07,13.0,-0.2985672222222222,-78.46015111111112,2025-12-24 14:10:07,2025-12-24,1.6094379124341005,-1.3333333333333357,0.001,0.001,15.360594272613525
4,2025-12-24 14:10:46,29.0,-0.2320972222222222,-78.50448,2025-12-24 14:10:46,2025-12-24,3.688879454113936,-5.666666666666664,0.001,-0.001,32.76732349395752
12,2025-12-24 14:12:07,14.0,-0.2453661111111111,-78.48514666666667,2025-12-24 14:12:07,2025-12-24,4.406719247264253,10.0,-0.001,0.001,13.804939031600952
8,2025-12-24 14:12:16,43.0,-0.2316661111111111,-78.49948444444445,2025-12-24 14:12:16,2025-12-24,2.302585092994046,-2.666666666666668,0.001,-0.001,35.270413637161255
24,2025-12-24 14:12:37,21.0,-0.3056744444444444,-78.45040888888889,2025-12-24 14:12:37,2025-12-24,3.091042453358316,1.333333333333332,-0.001,0.001,26.102616548538208
4,2025-12-24 14:12:39,18.0,-0.37693,-78.50662222222222,2025-12-24 14:12:39,2025-12-24,1.0986122886681098,4.0,-0.001,-0.001,9.957871913909912
14,2025-12-24 14:12:46,55.0,-0.2289916666666666,-78.49614222222222,2025-12-24 14:12:46,2025-12-24,2.079441541679836,9.000000000000004,0.001,0.001,59.413403272628784
20,2025-12-24 14:13:05,48.0,-0.3539094444444444,-78.46596444444444,2025-12-24 14:13:05,2025-12-24,2.995732273553991,1.0,-0.001,0.001,55.761783599853516
9,2025-12-24 14:13:13,21.0,-0.3013077777777778,-78.45750222222222,2025-12-24 14:13:13,2025-12-24,2.19722457733622,-3.666666666666672,0.001,0.001,11.263724327087402
22,2025-12-24 14:13:32,44.0,-0.2551244444444444,-78.48437333333334,2025-12-24 14:13:32,2025-12-24,2.995732273553991,-6.666666666666664,0.001,-0.001,38.444774985313416
4,2025-12-24 14:13:52,28.0,-0.3042605555555555,-78.45259555555556,2025-12-24 14:13:52,2025-12-24,3.044522437723423,2.333333333333336,-0.001,0.001,32.575912952423096
3,2025-12-24 14:14:38,28.0,-0.2638327777777778,-78.48807111111111,2025-12-24 14:14:38,2025-12-24,3.8501476017100575,-3.333333333333336,0.001,-0.001,27.01518940925598
27,2025-12-24 14:15:01,34.0,-0.2304416666666666,-78.50496888888888,2025-12-24 14:15:01,2025-12-24,3.1780538303479458,6.666666666666664,0.001,-0.001,37.209495544433594
16,2025-12-24 14:15:23,48.0,-0.3412844444444444,-78.44935111111111,2025-12-24 14:15:23,2025-12-24,3.1354942159291497,13.666666666666671,-0.001,0.001,48.71978688240051
3,2025-12-24 14:15:52,69.0,-0.2759333333333333,-78.48910222222223,2025-12-24 14:15:52,2025-12-24,3.4011973816621555,-7.0,0.001,-0.001,69.40172338485718
9,2025-12-24 14:16:09,13.0,-0.3057783333333333,-78.45240888888888,2025-12-24 14:16:09,2025-12-24,2.8903717578961645,-10.666666666666671,-0.001,0.001,8.542211532592773
12,2025-12-24 14:16:22,16.0,-0.3016066666666667,-78.45690666666667,2025-12-24 14:16:22,2025-12-24,2.6390573296152584,-11.999999999999996,0.001,-0.001,5.003878235816956
6,2025-12-24 14:17:47,33.0,-0.27973,-78.47422222222222,2025-12-24 14:17:47,2025-12-24,4.454347296253507,11.999999999999996,0.001,-0.001,37.28275108337402
6,2025-12-24 14:17:55,49.0,-0.2264616666666666,-78.48891555555555,2025-12-24 14:17:55,2025-12-24,2.19722457733622,15.333333333333336,0.001,-0.001,52.183767795562744
23,2025-12-24 14:18:12,62.0,-0.2815394444444444,-78.47138666666666,2025-12-24 14:18:12,2025-12-24,2.8903717578961645,0.6666666666666643,-0.001,0.001,68.52911901473999
13,2025-12-24 14:18:40,35.0,-0.2280488888888888,-78.48630222222222,2025-12-24 14:18:40,2025-12-24,3.367295829986474,3.333333333333336,0.001,-0.001,27.247266173362732
8,2025-12-24 14:18:49,59.0,-0.2271794444444444,-78.49194666666666,2025-12-24 14:18:49,2025-12-24,2.302585092994046,-17.0,0.0008694444444443,-0.001,50.948992013931274
3,2025-12-24 14:18:57,11.0,-0.3044005555555555,-78.45232,2025-12-24 14:18:57,2025-12-24,2.19722457733622,2.0,-0.001,0.001,17.399071216583252
20,2025-12-24 14:19:13,41.0,-0.314865,-78.44211555555556,2025-12-24 14:19:13,2025-12-24,2.833213344056216,5.0,-0.001,0.001,32.03422999382019
27,2025-12-24 14:19:16,74.0,-0.2768405555555555,-78.48667555555555,2025-12-24 14:19:16,2025-12-24,1.3862943611198906,8.333333333333336,0.001,-0.001,87.18437337875366
17,2025-12-24 14:19:33,36.0,-0.3849411111111111,-78.50864888888889,2025-12-24 14:19:33,2025-12-24,2.8903717578961645,12.333333333333329,-0.001,-0.001,32.207833886146545
12,2025-12-24 14:19:47,78.0,-0.2913688888888889,-78.46459555555556,2025-12-24 14:19:47,2025-12-24,2.70805020110221,-12.333333333333329,0.001,0.001,69.43513083457947
4,2025-12-24 14:19:59,37.0,-0.2313477777777778,-78.50416,2025-12-24 14:19:59,2025-12-24,2.5649493574615367,6.333333333333329,0.001,-0.001,29.867748737335205
26,2025-12-24 14:20:01,55.0,-0.2581094444444444,-78.48605333333333,2025-12-24 14:20:01,2025-12-24,1.0986122886681098,-20.0,-0.001,0.001,38.752352595329285
23,2025-12-24 14:20:08,18.0,-0.3668616666666666,-78.47619555555555,2025-12-24 14:20:08,2025-12-24,2.079441541679836,0.0,-0.001,0.001,16.454525470733643
10,2025-12-24 14:20:09,37.0,-0.2322683333333333,-78.50460444444444,2025-12-24 14:20:09,2025-12-24,0.6931471805599453,-8.333333333333332,0.001,-0.001,24.48805284500122
16,2025-12-24 14:20:45,30.0,-0.2304627777777777,-78.50451555555556,2025-12-24 14:20:45,2025-12-24,3.610917912644224,1.0,0.001,8.888888888236579e-05,39.5987069606781
5,2025-12-24 14:20:49,21.0,-0.3326716666666666,-78.43481777777778,2025-12-24 14:20:49,2025-12-24,1.6094379124341005,-9.0,-0.001,0.001,21.96651792526245
21,2025-12-24 14:21:47,10.0,-0.2963927777777778,-78.46163555555556,2025-12-24 14:21:47,2025-12-24,4.07753744390572,6.0,0.001,-0.001,8.396468162536621
29,2025-12-24 14:21:59,48.0,-0.2311688888888889,-78.49885333333333,2025-12-24 14:21:59,2025-12-24,2.5649493574615367,10.666666666666668,0.001,-0.001,56.39595079421997
8,2025-12-24 14:22:14,53.0,-0.2298827777777777,-78.49746666666667,2025-12-24 14:22:14,2025-12-24,2.772588722239781,16.666666666666664,0.001,0.001,62.31524038314819
15,2025-12-24 14:22:30,60.0,-0.240555,-78.48573333333333,2025-12-24 14:22:30,2025-12-24,2.833213344056216,-4.666666666666664,-0.001,0.001,49.960641860961914
15,2025-12-24 14:22:47,34.0,-0.2792822222222222,-78.47557333333333,2025-12-24 14:22:47,2025-12-24,2.8903717578961645,-7.0,-0.001,0.001,30.903391480445862
17,2025-12-24 14:22:49,32.0,-0.3309394444444444,-78.43546666666667,2025-12-24 14:22:49,2025-12-24,1.0986122886681098,-10.333333333333332,-0.001,0.001,21.535125494003296
29,2025-12-24 14:22:56,29.0,-0.2953483333333333,-78.46212444444444,2025-12-24 14:22:56,2025-12-24,2.079441541679836,-1.0,0.001,-0.001,25.496974229812622
15,2025-12-24 14:23:12,31.0,-0.2988527777777778,-78.45978666666667,2025-12-24 14:23:12,2025-12-24,2.833213344056216,5.9999999999999964,-0.001,0.001,33.74749755859375
20,2025-12-24 14:23:16,50.0,-0.3338005555555555,-78.43675555555555,2025-12-24 14:23:16,2025-12-24,1.6094379124341005,13.0,-0.001,0.001,55.892741680145264
7,2025-12-24 14:23:25,68.0,-0.2467188888888888,-78.48457777777777,2025-12-24 14:23:25,2025-12-24,2.302585092994046,11.0,0.001,-0.001,70.55143880844116
6,2025-12-24 14:23:45,64.0,-0.2498866666666666,-78.48306666666667,2025-12-24 14:23:45,2025-12-24,3.044522437723423,-13.333333333333329,-0.001,0.001,64.22237300872803
15,2025-12-24 14:24:23,10.0,-0.2987783333333333,-78.45996444444444,2025-12-24 14:24:23,2025-12-24,3.6635616461296463,-7.333333333333336,-0.001,0.001,-8.490190505981445
22,2025-12-24 14:24:26,46.0,-0.2537261111111111,-78.48381333333333,2025-12-24 14:24:26,2025-12-24,1.3862943611198906,5.0,0.001,-0.001,48.77491331100464
26,2025-12-24 14:24:58,79.0,-0.2568994444444444,-78.4851911111111,2025-12-24 14:24:58,2025-12-24,3.49650756146648,16.333333333333336,-0.001,-0.001,97.91867876052856
7,2025-12-24 14:25:21,59.0,-0.2940138888888889,-78.46297777777778,2025-12-24 14:25:21,2025-12-24,3.1780538303479458,10.666666666666664,-0.001,0.001,55.604799032211304
13,2025-12-24 14:25:32,78.0,-0.2882361111111111,-78.46664,2025-12-24 14:25:32,2025-12-24,2.4849066497880004,-23.0,0.001,-0.001,64.78584337234497
28,2025-12-24 14:25:35,10.0,-0.2369083333333333,-78.48453333333333,2025-12-24 14:25:35,2025-12-24,1.3862943611198906,-16.666666666666664,0.001,-0.001,11.559128761291504
9,2025-12-24 14:25:46,9.0,-0.29829,-78.46038222222222,2025-12-24 14:25:46,2025-12-24,2.4849066497880004,-20.0,-0.001,0.001,-7.164321005344391
13,2025-12-24 14:25:48,18.0,-0.3777927777777777,-78.50261333333333,2025-12-24 14:25:48,2025-12-24,1.0986122886681098,18.333333333333336,-0.001,-0.001,28.39564847946167
26,2025-12-24 14:26:28,65.0,-0.2801477777777778,-78.47233777777778,2025-12-24 14:26:28,2025-12-24,3.713572066704308,10.666666666666668,0.001,0.001,92.44243860244751
24,2025-12-24 14:26:49,41.0,-0.2609411111111111,-78.48801777777778,2025-12-24 14:26:49,2025-12-24,3.091042453358316,20.0,0.001,-0.001,38.27190375328064
7,2025-12-24 14:27:15,78.0,-0.2779388888888889,-78.4832,2025-12-24 14:27:15,2025-12-24,3.295836866004329,-3.333333333333336,-0.001,0.001,86.81438255310059
27,2025-12-24 14:27:17,55.0,-0.2787361111111111,-78.47971555555556,2025-12-24 14:27:17,2025-12-24,1.0986122886681098,-10.666666666666664,-0.0007972222222221,0.001,49.874075055122375
8,2025-12-24 14:27:19,9.0,-0.3441638888888889,-78.45466666666667,2025-12-24 14:27:19,2025-12-24,1.0986122886681098,-20.333333333333336,-0.001,0.001,-1.6391322612762451
25,2025-12-24 14:27:51,17.0,-0.2972,-78.46109333333334,2025-12-24 14:27:51,2025-12-24,3.49650756146648,-7.333333333333332,0.001,-0.001,7.094197988510132
9,2025-12-24 14:27:53,33.0,-0.3360955555555555,-78.44268444444444,2025-12-24 14:27:53,2025-12-24,1.0986122886681098,15.999999999999996,-0.001,0.001,38.176910161972046
6,2025-12-24 14:28:02,57.0,-0.27673,-78.48616888888888,2025-12-24 14:28:02,2025-12-24,2.302585092994046,12.666666666666671,0.001,-0.001,57.747846364974976
19,2025-12-24 14:28:09,55.0,-0.3089788888888889,-78.44507555555556,2025-12-24 14:28:09,2025-12-24,2.079441541679836,-5.666666666666671,-0.001,0.001,59.76170778274536
12,2025-12-24 14:28:18,16.0,-0.3405833333333333,-78.4480088888889,2025-12-24 14:28:18,2025-12-24,2.302585092994046,-2.3333333333333286,-0.001,-0.001,-5.471949517726898
3,2025-12-24 14:29:04,50.0,-0.2428522222222222,-78.48565333333333,2025-12-24 14:29:04,2025-12-24,3.8501476017100575,-12.333333333333336,0.001,-0.001,45.696202516555786
14,2025-12-24 14:29:13,18.0,-0.3073644444444444,-78.44785777777778,2025-12-24 14:29:13,2025-12-24,2.302585092994046,2.0,-0.001,0.001,26.466646671295166
8,2025-12-24 14:29:19,22.0,-0.3388561111111111,-78.44571555555555,2025-12-24 14:29:19,2025-12-24,1.9459101490553128,-7.0,-0.001,0.001,14.738502025604248
11,2025-12-24 14:30:18,29.0,-0.3073722222222222,-78.45151111111112,2025-12-24 14:30:18,2025-12-24,4.0943445622221,4.333333333333332,0.001,-0.001,35.007840633392334
17,2025-12-24 14:30:27,31.0,-0.2420572222222222,-78.4855288888889,2025-12-24 14:30:27,2025-12-24,2.302585092994046,12.333333333333332,0.001,-0.001,31.029475688934326
26,2025-12-24 14:30:50,59.0,-0.2930527777777778,-78.46365333333334,2025-12-24 14:30:50,2025-12-24,3.1780538303479458,-2.0,-0.001,0.001,54.50618767738342
3,2025-12-24 14:30:59,23.0,-0.2319244444444444,-78.5044,2025-12-24 14:30:59,2025-12-24,2.302585092994046,-6.9999999999999964,0.001,-0.001,17.272704124450684
4,2025-12-24 14:31:31,10.0,-0.2951155555555556,-78.46227555555555,2025-12-24 14:31:31,2025-12-24,3.49650756146648,-8.0,-0.001,0.001,6.306036710739136
8,2025-12-24 14:31:33,35.0,-0.3444888888888889,-78.4554488888889,2025-12-24 14:31:33,2025-12-24,1.0986122886681098,6.0,-0.001,0.001,32.63985633850098
18,2025-12-24 14:31:35,41.0,-0.3078605555555556,-78.44688888888889,2025-12-24 14:31:35,2025-12-24,1.0986122886681098,9.666666666666668,0.001,0.001,49.643718957901
30,2025-12-24 14:31:44,39.0,-0.2330144444444444,-78.50190222222223,2025-12-24 14:31:44,2025-12-24,2.302585092994046,0.6666666666666643,0.001,-0.001,45.936267614364624
26,2025-12-24 14:31:47,37.0,-0.2567472222222222,-78.48479111111111,2025-12-24 14:31:47,2025-12-24,1.3862943611198906,-5.0,-0.001,0.001,31.67439353466034
3,2025-12-24 14:31:55,26.0,-0.2326594444444444,-78.50125333333334,2025-12-24 14:31:55,2025-12-24,2.19722457733622,-3.666666666666668,0.001,-0.001,25.72121834754944
27,2025-12-24 14:32:18,28.0,-0.3035016666666666,-78.45394666666667,2025-12-24 14:32:18,2025-12-24,3.1780538303479458,12.666666666666668,-0.001,0.001,27.48694884777069
8,2025-12-24 14:32:29,75.0,-0.2299255555555555,-78.49762666666666,2025-12-24 14:32:29,2025-12-24,2.4849066497880004,-0.3333333333333357,0.001,-0.001,71.15732967853546
25,2025-12-24 14:32:45,25.0,-0.2969627777777778,-78.46142222222223,2025-12-24 14:32:45,2025-12-24,2.833213344056216,6.333333333333336,-0.001,0.001,20.939473509788513
24,2025-12-24 14:32:47,47.0,-0.2310166666666666,-78.48441777777778,2025-12-24 14:32:47,2025-12-24,1.0986122886681098,-13.0,0.001,-0.001,41.86884653568268
8,2025-12-24 14:33:07,36.0,-0.304155,-78.45383111111111,2025-12-24 14:33:07,2025-12-24,3.044522437723423,13.666666666666664,-0.001,0.001,47.694910526275635
29,2025-12-24 14:33:33,66.0,-0.3543433333333333,-78.46629333333334,2025-12-24 14:33:33,2025-12-24,3.295836866004329,-2.6666666666666643,-0.001,-0.001,60.41766858100891
29,2025-12-24 14:33:48,39.0,-0.2468905555555555,-78.48419555555556,2025-12-24 14:33:48,2025-12-24,2.772588722239781,-3.333333333333336,0.001,-0.001,38.80795919895172
2,2025-12-24 14:33:58,26.0,-0.332665,-78.43433777777778,2025-12-24 14:33:58,2025-12-24,2.3978952727983707,-14.666666666666664,-0.001,0.001,15.93662178516388
2,2025-12-24 14:34:03,22.0,-0.3475616666666666,-78.46077333333334,2025-12-24 14:34:03,2025-12-24,1.791759469228055,-1.666666666666668,-0.001,-0.001,24.843785285949707
12,2025-12-24 14:34:16,34.0,-0.3067361111111111,-78.44981333333334,2025-12-24 14:34:16,2025-12-24,2.6390573296152584,4.0,0.001,0.001,38.26700830459595
13,2025-12-24 14:34:24,38.0,-0.2300072222222222,-78.48473777777778,2025-12-24 14:34:24,2025-12-24,2.19722457733622,1.666666666666668,0.001,-0.001,38.463128089904785
8,2025-12-24 14:34:31,27.0,-0.3069316666666666,-78.44878222222222,2025-12-24 14:34:31,2025-12-24,2.079441541679836,6.666666666666664,-0.001,0.001,23.437289714813232
28,2025-12-24 14:34:32,54.0,-0.3170305555555555,-78.44225777777778,2025-12-24 14:34:32,2025-12-24,0.6931471805599453,9.0,-0.001,0.001,58.736480712890625
27,2025-12-24 14:34:42,65.0,-0.2296466666666666,-78.49734222222222,2025-12-24 14:34:42,2025-12-24,2.3978952727983707,7.0,0.001,-0.001,65.70210576057434
25,2025-12-24 14:34:48,48.0,-0.3189883333333333,-78.44240888888889,2025-12-24 14:34:48,2025-12-24,1.9459101490553128,-2.0,-0.001,0.001,33.81416130065918
18,2025-12-24 14:35:05,48.0,-0.2821244444444444,-78.47100444444445,2025-12-24 14:35:05,2025-12-24,2.8903717578961645,-17.33333333333333,0.001,-0.001,36.05824398994446
22,2025-12-24 14:35:13,13.0,-0.3002466666666666,-78.45865777777777,2025-12-24 14:35:13,2025-12-24,2.19722457733622,-8.666666666666668,-0.001,0.001,16.715717792510986
21,2025-12-24 14:35:36,22.0,-0.3098133333333333,-78.4438488888889,2025-12-24 14:35:36,2025-12-24,3.1780538303479458,-12.666666666666668,-0.001,0.001,22.4610538482666
29,2025-12-24 14:35:48,10.0,-0.3491716666666666,-78.46230222222222,2025-12-24 14:35:48,2025-12-24,2.5649493574615367,10.333333333333332,-0.001,-0.001,16.411960124969482
18,2025-12-24 14:36:05,44.0,-0.306655,-78.44888,2025-12-24 14:36:05,2025-12-24,2.8903717578961645,-3.0,0.001,0.001,47.588130474090576
28,2025-12-24 14:36:09,13.0,-0.23726,-78.48457777777777,2025-12-24 14:36:09,2025-12-24,1.6094379124341005,9.0,0.001,-0.001,22.965533018112183
3,2025-12-24 14:36:26,37.0,-0.3067311111111111,-78.45173333333334,2025-12-24 14:36:26,2025-12-24,2.8903717578961645,-9.666666666666664,-0.001,0.001,34.24997401237488
2,2025-12-24 14:36:27,15.0,-0.2312672222222222,-78.50377777777778,2025-12-24 14:36:27,2025-12-24,0.6931471805599453,0.0,0.001,-0.001,18.52405071258545
25,2025-12-24 14:36:36,13.0,-0.2994766666666666,-78.45945777777777,2025-12-24 14:36:36,2025-12-24,2.302585092994046,-2.666666666666668,-0.001,0.001,10.15021014213562
27,2025-12-24 14:36:53,29.0,-0.3311616666666667,-78.43532444444445,2025-12-24 14:36:53,2025-12-24,2.8903717578961645,4.666666666666668,-0.001,0.001,29.26851773262024
26,2025-12-24 14:37:06,29.0,-0.306635,-78.44918222222222,2025-12-24 14:37:06,2025-12-24,2.6390573296152584,17.666666666666668,0.001,-0.001,31.453774213790894
14,2025-12-24 14:37:14,66.0,-0.34196,-78.45057777777778,2025-12-24 14:37:14,2025-12-24,2.19722457733622,-2.333333333333336,-0.001,-0.001,64.73941898345947
19,2025-12-24 14:37:16,22.0,-0.30703,-78.44856,2025-12-24 14:37:16,2025-12-24,1.0986122886681098,8.666666666666664,0.001,0.001,19.626314759254456
21,2025-12-24 14:37:34,55.0,-0.2458683333333333,-78.48493333333333,2025-12-24 14:37:34,2025-12-24,2.9444389791664403,-3.3333333333333286,0.001,-0.001,39.173555970191956
7,2025-12-24 14:38:02,56.0,-0.3337172222222222,-78.43675555555555,2025-12-24 14:38:02,2025-12-24,3.367295829986474,-3.666666666666672,-0.001,0.001,60.6556282043457
2,2025-12-24 14:38:05,11.0,-0.3048377777777777,-78.45156444444444,2025-12-24 14:38:05,2025-12-24,1.3862943611198906,-6.0,0.001,-0.001,3.3591482639312744
11,2025-12-24 14:39:24,37.0,-0.3358494444444444,-78.4423911111111,2025-12-24 14:39:24,2025-12-24,4.382026634673881,-5.9999999999999964,-0.001,0.001,24.829557061195374
23,2025-12-24 14:39:41,38.0,-0.3101383333333333,-78.44328,2025-12-24 14:39:41,2025-12-24,2.8903717578961645,2.0,0.001,-0.0008888888888947,44.31837606430054
21,2025-12-24 14:39:48,17.0,-0.3347983333333333,-78.44185777777778,2025-12-24 14:39:48,2025-12-24,2.079441541679836,-0.6666666666666679,-0.001,0.001,14.280161380767822
10,2025-12-24 14:40:06,35.0,-0.33262,-78.43511111111111,2025-12-24 14:40:06,2025-12-24,2.9444389791664403,-7.666666666666668,0.001,0.001,33.870850801467896
6,2025-12-24 14:40:22,15.0,-0.31312,-78.44198222222222,2025-12-24 14:40:22,2025-12-24,2.833213344056216,-3.333333333333332,0.001,-0.001,11.661086082458496
27,2025-12-24 14:40:28,7.0,-0.3339305555555555,-78.44148444444444,2025-12-24 14:40:28,2025-12-24,1.9459101490553128,8.333333333333332,-0.001,0.000497777777781,9.021377086639404
1,2025-12-24 14:40:32,60.0,-0.2313227777777777,-78.4992,2025-12-24 14:40:32,2025-12-24,1.6094379124341005,-1.333333333333332,0.001,-0.001,59.28996205329895
5,2025-12-24 14:40:33,11.0,-0.3592422222222222,-78.47024888888889,2025-12-24 14:40:33,2025-12-24,0.6931471805599453,17.666666666666664,-0.001,0.001,14.702127933502197
27,2025-12-24 14:40:34,60.0,-0.279,-78.47824,2025-12-24 14:40:34,2025-12-24,0.6931471805599453,-16.333333333333332,0.001,-0.001,52.35590636730194
12,2025-12-24 14:40:43,11.0,-0.3594883333333333,-78.47043555555555,2025-12-24 14:40:43,2025-12-24,2.302585092994046,17.000000000000004,-0.001,0.001,14.770281076431274
12,2025-12-24 14:41:38,62.0,-0.3334677777777777,-78.43617777777777,2025-12-24 14:41:38,2025-12-24,4.02535169073515,-9.0,0.001,0.001,50.255354166030884
10,2025-12-24 14:41:56,33.0,-0.3190361111111111,-78.44241777777778,2025-12-24 14:41:56,2025-12-24,2.9444389791664403,1.3333333333333286,0.001,-0.001,38.75843811035156
12,2025-12-24 14:41:58,15.0,-0.2312694444444444,-78.50377777777778,2025-12-24 14:41:58,2025-12-24,1.0986122886681098,-13.333333333333332,0.001,-0.001,5.615249276161194
28,2025-12-24 14:42:00,22.0,-0.305275,-78.45287111111111,2025-12-24 14:42:00,2025-12-24,1.0986122886681098,9.000000000000004,-0.001,0.001,13.690208911895752
14,2025-12-24 14:42:37,60.0,-0.3429672222222222,-78.45258666666666,2025-12-24 14:42:37,2025-12-24,3.6375861597263857,2.0,-0.001,0.0002844444444463,66.45841598510742
25,2025-12-24 14:43:35,21.0,-0.307145,-78.44843555555556,2025-12-24 14:43:35,2025-12-24,4.07753744390572,0.0,0.001,0.001,17.925265789031982
22,2025-12-24 14:43:46,22.0,-0.2975183333333333,-78.46080888888889,2025-12-24 14:43:46,2025-12-24,2.4849066497880004,-5.000000000000004,0.001,-0.001,9.108246684074402
29,2025-12-24 14:43:58,45.0,-0.2657783333333333,-78.48678222222222,2025-12-24 14:43:58,2025-12-24,2.5649493574615367,14.000000000000004,0.001,-0.001,49.81584548950195
27,2025-12-24 14:44:04,63.0,-0.3701533333333333,-78.48245333333334,2025-12-24 14:44:04,2025-12-24,1.9459101490553128,2.0,-0.001,0.001,67.2397391796112
8,2025-12-24 14:44:17,28.0,-0.3314233333333333,-78.43510222222223,2025-12-24 14:44:17,2025-12-24,2.6390573296152584,4.666666666666664,0.001,0.001,22.43879723548889
15,2025-12-24 14:44:40,59.0,-0.3091666666666666,-78.44488,2025-12-24 14:44:40,2025-12-24,3.1780538303479458,-18.33333333333333,0.001,-0.001,49.01334369182587
12,2025-12-24 14:45:12,8.0,-0.346495,-78.45919111111111,2025-12-24 14:45:12,2025-12-24,3.49650756146648,6.666666666666668,-0.001,-0.001,10.249665260314941
